Category,Text
1,what can be done legally to protect a person from a mental ill person sending them threating mail?
5,who is the 16th president?
4,is the flirting and  sexual activities that go on between some men and women on here onsidered cheating?
3,what is gothic rock  about? who are some good gothic rock artists? i really need help on that (*_*)?
5,what is the slowest possible internet speed?
6,blood used to come out during brushing up my teeth. how can it be cured?
2,can i download bios for my computer for free?
1,why is my favorite color red?
2,why i fail every time i try to copy dvd movie although i have a good dvd writer and regesterd software? why i fail every time i try to copy dvd movie although i have a good dvd writer and regesterd software
2,why would there be a difference in content from the same site with different browsers? for example
2,what's the best anti virus and antispam software on the market?
4,the best celebrity to have sex with???
7,tell whether each sequence is arithmetic
1,what is the most comprehinsive website for reasearching company informaiton for stock trading?
1,how to become a rich?
5,the sophisticated andean
1,are there any women or girls out there who love to where high heels????????????? do u like open or close toe????????????&#xa;what is your favorit color shoes to where?????????&#xa;what size shoes do u where??????????
1,dontcha think we should be able to vote on best question? i think that would get rid of some of those outlandish questions.  how many more people can ask if they are really in love
1,after i reach level 5
1,what is --- 2 plus 2?
3,is there gonna be a grey's anatomy on january 2nd? what will it be?
3,this one is really a tough one. can you solve this one? a wise king devised a contest to see who would receive the princess hand in marriage.&#xa;the princess was put in a 50x50 foot carpeted room. each of her four suitors were put in one corner of the room with a small box to stand on. the first one to touch the princess hand would be the winner and become the new king.&#xa;the rules of the test were that the contestants could not walk over the carpet
4,i think my boyfriend is cheating on me; how do i confront him? my friend told me that she thinks my boyfriend is talking to his ex again. i don't know if it is true.
3,if there was a drug that could make musicians play and perform better
3,i asked if foofighter were satanic u guts told me no then y n the video doa does he have a upsidedown cross on
1,anyone else doing nothing tonight? just wondering if anyone else has no plans for tonight...my husband is working and i'm pregnant so i get to sit around and watch my family get drunk.
4,what would be the perfect date for you??
3,do advertising agencies let you audition for tv commercials if you're not a career actor?
2,my computer is reading my game disk as an audio disk. what can i do? it's the mall tycoon/luxory liner tycoon game in the tycoon mega pak..
6,what does stabbing pains in the prostate after ejaculation mean?
3,why is e-mail the same as a penis?
2,how i can add_bot to my counter strike 1.5 series ( computer game )?
7,how big is the moon?
1,where did the dollar go?!? three friends check into a motel for the night and the clerk tells them the bill is $30
1,how do i get an answer from yahoo.?
4,why do fools fall in love ?
1,the last 5 minutes of your life... what do you have to say ????
4,what isphonography?
1,how do you change your yahoo id?
2,do you need to pay for mac os x remote desktop (client)? if so - what are some alternatives? (not vnc).?
2,got norton virus protection and can not get up dates why is that?
2,does anybody else use giganticurl.com? or is it just me?
1,how can someone open a savings account after being blocked by check systems(tm)? a relative has to use a check cashing service because of something he did over 5 years ago and now no bank will open even a savings account. is this true?
2,an item not appearing on website..? i visited http://ninemsn.com.au  there's a picture/animation on the right hand side of the website (i believe it's http://direct.ninemsn.com.au) that just fails to load on internet explorer 6.0.instead it appears white (not x).on the bottom it says loading http://ninemsn.com.au one item remaining&#xa;&#xa; (the site worked on other computers) anyone know the reason? (all other websites are ok) &#xa;&#xa;how to fix?&#xa;&#xa;nb i use windows xp home
1,can i locate the address of a missing relative
5,i need pictures on the italy basilic?
3,what's the drummer of black sabbath's name? i seem to know everyone but him
